file,precision,registers,version,block,sort,kernel time,total time,memory
0_UNIFORM_10000,double,-,4,128,-,10743,14923,33063956
0_UNIFORM_10000,double,-,4,128,w,10749,16875,33103956
0_UNIFORM_10000,double,-,4,128,W,10749,16866,33103956
0_UNIFORM_10000,double,-,4,128,h,10759,16879,33103956
0_UNIFORM_10000,double,-,4,128,H,10748,16861,33103956
0_UNIFORM_100000,float,-,1,64,-,687835,694451,167300092
0_UNIFORM_100000,float,-,1,64,w,689319,699602,167700092
0_UNIFORM_100000,float,-,1,64,W,691051,701334,167700092
0_UNIFORM_100000,float,-,1,64,h,689160,699431,167700092
0_UNIFORM_100000,float,-,1,64,H,685631,695923,167700092
0_UNIFORM_100000,float,-,1,128,-,690756,697356,167300092
0_UNIFORM_100000,float,-,1,128,w,693592,703899,167700092
0_UNIFORM_100000,float,-,1,128,W,692890,703167,167700092
0_UNIFORM_100000,float,-,1,128,h,690045,700320,167700092
0_UNIFORM_100000,float,-,1,128,H,693148,703436,167700092
0_UNIFORM_100000,float,-,2,64,-,42834,49779,167300092
0_UNIFORM_100000,float,-,2,64,w,42760,53160,167700092
0_UNIFORM_100000,float,-,2,64,W,42820,53231,167700092
0_UNIFORM_100000,float,-,2,64,h,42816,53239,167700092
0_UNIFORM_100000,float,-,2,64,H,42856,53286,167700092
0_UNIFORM_100000,float,-,2,128,-,42937,49677,167300092
0_UNIFORM_100000,float,-,2,128,w,42940,53355,167700092
0_UNIFORM_100000,float,-,2,128,W,43033,53431,167700092
0_UNIFORM_100000,float,-,2,128,h,42997,53405,167700092
0_UNIFORM_100000,float,-,2,128,H,43027,53413,167700092
0_UNIFORM_100000,float,-,3,64,-,44487,51724,167768896
0_UNIFORM_100000,float,-,3,64,w,44359,55277,168168896
0_UNIFORM_100000,float,-,3,64,W,44374,55289,168168896
0_UNIFORM_100000,float,-,3,64,h,44508,55640,168168896
0_UNIFORM_100000,float,-,3,64,H,44376,55311,168168896
0_UNIFORM_100000,float,-,3,128,-,43457,49038,167859620
0_UNIFORM_100000,float,-,3,128,w,43503,52760,168259620
0_UNIFORM_100000,float,-,3,128,W,43503,52793,168259620
0_UNIFORM_100000,float,-,3,128,h,43460,52728,168259620
0_UNIFORM_100000,float,-,3,128,H,43499,52799,168259620
0_UNIFORM_100000,float,-,4,64,-,45821,53050,167737592
0_UNIFORM_100000,float,-,4,64,w,45664,56585,168137592
0_UNIFORM_100000,float,-,4,64,W,45700,56654,168137592
0_UNIFORM_100000,float,-,4,64,h,45710,56624,168137592
0_UNIFORM_100000,float,-,4,64,H,45627,56563,168137592
0_UNIFORM_100000,float,-,4,128,-,45996,53240,167737592
0_UNIFORM_100000,float,-,4,128,w,45950,56868,168137592
0_UNIFORM_100000,float,-,4,128,W,45912,56809,168137592
0_UNIFORM_100000,float,-,4,128,h,46096,57044,168137592
0_UNIFORM_100000,float,-,4,128,H,45990,56882,168137592
0_UNIFORM_100000,double,-,1,64,-,1074021,1081491,329700152
0_UNIFORM_100000,double,-,1,64,w,1074040,1084754,330100152
0_UNIFORM_100000,double,-,1,64,W,1071220,1082055,330100152
0_UNIFORM_100000,double,-,1,64,h,1073238,1084148,330100152
0_UNIFORM_100000,double,-,1,64,H,1072192,1082879,330100152
0_UNIFORM_100000,double,-,1,128,-,1076914,1083752,329700152
0_UNIFORM_100000,double,-,1,128,w,1077321,1087970,330100152
0_UNIFORM_100000,double,-,1,128,W,1078774,1089460,330100152
0_UNIFORM_100000,double,-,1,128,h,1083966,1095374,330100152
0_UNIFORM_100000,double,-,1,128,H,1075263,1085919,330100152
0_UNIFORM_100000,double,-,2,64,-,75161,82142,329700152
0_UNIFORM_100000,double,-,2,64,w,76372,87228,330100152
0_UNIFORM_100000,double,-,2,64,W,75422,86226,330100152
0_UNIFORM_100000,double,-,2,64,h,76199,87027,330100152
0_UNIFORM_100000,double,-,2,64,H,75477,86245,330100152
0_UNIFORM_100000,double,-,2,128,-,70972,78169,329700152
0_UNIFORM_100000,double,-,2,128,w,71162,81949,330100152
0_UNIFORM_100000,double,-,2,128,W,71238,82012,330100152
0_UNIFORM_100000,double,-,2,128,h,71186,81958,330100152
0_UNIFORM_100000,double,-,2,128,H,71196,81979,330100152
0_UNIFORM_100000,double,-,3,64,-,75703,83215,330219004
0_UNIFORM_100000,double,-,3,64,w,76103,87417,330619004
0_UNIFORM_100000,double,-,3,64,W,76072,87374,330619004
0_UNIFORM_100000,double,-,3,64,h,77009,88307,330619004
0_UNIFORM_100000,double,-,3,64,H,76745,88073,330619004
0_UNIFORM_100000,double,-,3,128,-,70705,76598,330409824
0_UNIFORM_100000,double,-,3,128,w,70741,80370,330809824
0_UNIFORM_100000,double,-,3,128,W,70677,80332,330809824
0_UNIFORM_100000,double,-,3,128,h,70726,80579,330809824
0_UNIFORM_100000,double,-,3,128,H,70712,80361,330809824
0_UNIFORM_100000,double,-,4,64,-,77078,84597,330137652
0_UNIFORM_100000,double,-,4,64,w,78577,89881,330537652
0_UNIFORM_100000,double,-,4,64,W,76950,88276,330537652
0_UNIFORM_100000,double,-,4,64,h,78582,89929,330537652
0_UNIFORM_100000,double,-,4,64,H,76722,88041,330537652
0_UNIFORM_100000,double,-,4,128,-,73047,80563,330137652
0_UNIFORM_100000,double,-,4,128,w,72952,84285,330537652
0_UNIFORM_100000,double,-,4,128,W,73004,84532,330537652
0_UNIFORM_100000,double,-,4,128,h,72991,84336,330537652
0_UNIFORM_100000,double,-,4,128,H,72961,84285,330537652
1_RAND_100000,float,-,1,64,-,19167290,19175071,900009520
1_RAND_100000,float,-,1,64,w,27735401,27746897,900409520
1_RAND_100000,float,-,1,64,W,34179434,34190802,900409520
1_RAND_100000,float,-,1,64,h,27690902,27702382,900409520
1_RAND_100000,float,-,1,64,H,27956536,27967891,900409520
1_RAND_100000,float,-,1,128,-,18910438,18917984,900009520
1_RAND_100000,float,-,1,128,w,27879342,27890832,900409520
1_RAND_100000,float,-,1,128,W,35103674,35115170,900409520
1_RAND_100000,float,-,1,128,h,27878930,27890423,900409520
1_RAND_100000,float,-,1,128,H,27982622,27994000,900409520
1_RAND_100000,float,-,2,64,-,13222510,13231311,1742609248
1_RAND_100000,float,-,2,64,w,5281416,5293861,1743009248
1_RAND_100000,float,-,2,64,W,5220143,5232571,1743009248
1_RAND_100000,float,-,2,64,h,6369191,6381687,1743009248
1_RAND_100000,float,-,2,64,H,6339250,6351692,1743009248
1_RAND_100000,float,-,2,128,-,13258546,13267226,1742609248
1_RAND_100000,float,-,2,128,w,5275629,5288023,1743009248
1_RAND_100000,float,-,2,128,W,5202993,5215416,1743009248
1_RAND_100000,float,-,2,128,h,6397611,6410050,1743009248
1_RAND_100000,float,-,2,128,H,6368529,6380958,1743009248
1_RAND_100000,float,-,3,64,-,12448516,12457688,1722380452
1_RAND_100000,float,-,3,64,w,5340599,5353095,970622756
terminate called after throwing an instance of 'thrust::system::system_error'
  what():  radix_sort: failed on 1st step: an illegal memory access was encountered
1_RAND_100000,double,-,1,64,-,16706292,16715622,1786737908
1_RAND_100000,double,-,1,64,w,29206875,29219356,1787137908
1_RAND_100000,double,-,1,64,W,32634526,32647173,1787137908
1_RAND_100000,double,-,1,64,h,24836110,24848865,1787137908
1_RAND_100000,double,-,1,64,H,24999400,25011871,1787137908
1_RAND_100000,double,-,1,128,-,16674606,16683313,1786737908
1_RAND_100000,double,-,1,128,w,29850241,29862873,1787137908
1_RAND_100000,double,-,1,128,W,33600306,33612808,1787137908
1_RAND_100000,double,-,1,128,h,25075938,25088427,1787137908
1_RAND_100000,double,-,1,128,H,24892980,24905458,1787137908
1_RAND_100000,double,-,2,64,-,15543759,15554434,3472015412
1_RAND_100000,double,-,2,64,w,6443606,6460627,3472415412
1_RAND_100000,double,-,2,64,W,6342677,6358953,3472415412
1_RAND_100000,double,-,2,64,h,8112977,8129247,3472415412
1_RAND_100000,double,-,2,64,H,8110700,8127005,3472415412
1_RAND_100000,double,-,2,128,-,15109929,15123136,3472015412
1_RAND_100000,double,-,2,128,w,6399493,6416518,3472415412
1_RAND_100000,double,-,2,128,W,6341041,6358026,3472415412
1_RAND_100000,double,-,2,128,h,8134619,8150188,3472415412
1_RAND_100000,double,-,2,128,H,8116929,8133175,3472415412
1_RAND_100000,double,-,3,64,-,15074812,15088914,3431139064
1_RAND_100000,double,-,3,64,w,6475951,6489246,1928661368
1_RAND_100000,double,-,3,64,W,6344997,6358109,1928034680
