file,precision,registers,version,block,sort,kernel time,total time,memory
1_RAND_100000,float,-,2,512,h,15161811,15166724,517070094
1_RAND_100000,float,-,2,512,H,15131570,15137532,517070094
1_RAND_100000,float,-,3,512,-,10635638,10639820,334909894
1_RAND_100000,float,-,3,512,h,9444453,9449215,279804818
1_RAND_100000,float,-,3,512,H,9435845,9440577,279804818
1_RAND_100000,float,32,1,512,-,10900418,10905464,516678850
1_RAND_100000,float,32,1,512,h,13118263,13123094,517070094
1_RAND_100000,float,32,1,512,H,13069779,13074577,517070094
1_RAND_100000,float,32,2,512,-,10830008,10833680,516678850
1_RAND_100000,float,32,2,512,h,13174760,13179575,517070094
1_RAND_100000,float,32,2,512,H,13129080,13133815,517070094
1_RAND_100000,float,32,3,512,-,8289678,8293452,334909894
1_RAND_100000,float,32,3,512,h,8937374,8942065,279804818
1_RAND_100000,float,32,3,512,H,8885849,8890534,279804818
1_RAND_100000,double,-,1,512,-,37189998,37194055,1019685054
1_RAND_100000,double,-,1,512,h,33732323,33737481,1020076310
1_RAND_100000,double,-,1,512,H,33745295,33750429,1020076310
1_RAND_100000,double,-,2,512,-,37515469,37519458,1019685054
1_RAND_100000,double,-,2,512,h,33938413,33943696,1020076310
1_RAND_100000,double,-,2,512,H,33940846,33945904,1020076310
1_RAND_100000,double,-,3,512,-,27827410,27831344,655894894
1_RAND_100000,double,-,3,512,h,24008035,24012820,545284994
1_RAND_100000,double,-,3,512,H,23975407,23980306,545284994
1_RAND_100000,double,32,1,512,-,28673220,28678990,1019685054
1_RAND_100000,double,32,1,512,h,40871468,40877956,1020076310
1_RAND_100000,double,32,1,512,H,40899963,40905175,1020076310
1_RAND_100000,double,32,2,512,-,28660272,28664180,1019685054
1_RAND_100000,double,32,2,512,h,40597341,40602550,1020076310
1_RAND_100000,double,32,2,512,H,40644517,40650167,1020076310
1_RAND_100000,double,32,3,512,-,21720409,21724215,655894894
1_RAND_100000,double,32,3,512,h,31924567,31929461,545284994
1_RAND_100000,double,32,3,512,H,31909082,31913996,545284994
1_RAND_100000_zero_EU,float,-,1,512,-,14129607,14133171,486969692
1_RAND_100000_zero_EU,float,-,1,512,h,14647757,14652134,487361068
1_RAND_100000_zero_EU,float,-,1,512,H,14645946,14650462,487361068
1_RAND_100000_zero_EU,float,-,2,512,-,14235560,14238906,486969692
1_RAND_100000_zero_EU,float,-,2,512,h,14701870,14706287,487361068
1_RAND_100000_zero_EU,float,-,2,512,H,14713071,14717456,487361068
1_RAND_100000_zero_EU,float,-,3,512,-,10077394,10081874,305556168
1_RAND_100000_zero_EU,float,-,3,512,h,8985931,8990225,250274716
1_RAND_100000_zero_EU,float,-,3,512,H,8978068,8982505,250274716
